Unnamed: 0,customer_review,airline,recommended,departure,destination,departure_lat,departure_lon,destination_lat,destination_lon
53,"✅ Trip Verified | Dublin to Manila via Istanbul. This flight was both a disaster and a nightmare. This incident happened during Istanbul-Manila leg of my flight. Im not sure what happened, but I your ground crew was disorderly and very unwelcoming. The boarding was horrible, flying business is not worth it especially I am queueing with the rest of the passengers. The on board experience was the tipping point. Since last year, I never had problem with my Vegan meal onboard as I make sure to preselect them online. But this flight was a disaster. Not only I made only preselection, I wrote to the menu that I am vegan, and the chef was aware i dont eat cheese as he asked me before flight. When I was served with appetizers, I was curious as they gave me a butter on a small dish. At first, I though it could be vegan as I was given butter previously, but that was on a pack, not this time. I called the head steward and explain my conundrum. The chef came and explained and apologized. They insisted i ordered vegetarian as shown on their records, but I showed my confirmation email that I did preselect Vegan meal. Somewhere something went wrong. I settled for orange juice, and went to sleep. Before landing, the chef gave me a minimal but unbusiness like food. I still appreciate his effort to come up with vegan food.",Turkish Airlines,1,Dublin,Manila,53.3493795,-6.2605593,14.5904492,120.9803621
54,"✅ Trip Verified | Nairobi to Amsterdam via Istanbul. Terrible service and bad customer care. I went through hell in a recent trip with Turkish. I was traveling for a conference and unfortunately missed a connection flight after last minute gate change. I was sent around their customer desks without any help. I was finally told I needed to pay extra to change my ticket, an amount that was far more than the original cost of the return ticket. They said the best they could do was to help me call my family. I was left stranded at Istanbul Airport. I had to request a friend to pay for a ticket from a different airline to get to my conference destination. After the conference I went back to the airport hoping to utilize my return ticket with Turkish Airlines, only to be told that it is no invalid and I have to book a flight afresh. I struggled to raise money and finally was able to buy a ticket with different flight and go home.",Turkish Airlines,1,Nairobi,Amsterdam,-1.2890006,36.8172812,52.3730796,4.8924534
55,"✅ Trip Verified | I along with my 6.5-month-old son were traveling from London to Kabul via Istanbul. The flight from London got delayed. When I arrived at Istanbul I couldn't find my son's pushchair which was supposed to be next to the aircraft. I had to jump on the bus to get to the next flight but when I arrived that was gone. I was only booked on the next flight leaving 24 hours later. I was not offered any accommodation or any facilities to help me care for my baby. Even the pushchair was not brought to me so at least the little one could sleep. In the past when I had traveled with them with my husband for much shorter stays we would be offered free food and drinks but didn't receive that as well. Because I was a woman with a small child and couldn't argue with them because my son was crying all the time, they just made sure I don't get any help, while I should have been offered more given the circumstances. In light of all this, my son and I suffered very much and it wasn't even our fault. Please avoid this airline they are the worst people to fly with. They pick on people who are more vulnerable and in need. I will never ever fly with this airline again. My problem is not with the delays, delays are part of traveling but when the airline gets it wrong they should have the moral standards to look after their customers especially when its a mother and a child. They should have the mindset as to how to do more, but as I explained above their attitude was how to give less and cheat a mother and a little child.",Turkish Airlines,1,London,Kabul,51.4893335,-0.1440551,34.5269503,69.1850584
56,"✅ Trip Verified | Khartoum to Rome via Istanbul. The flights were actually pleasant but both return flights were late and no explanation was provided. Ground staff at Ataturk airport rather rude and not able and/or not willing to speak english. Ataturk airport crowded and dirty, hopefully things will change with the opening of the new airport.",Turkish Airlines,0,Khartoum,Rome,15.5038301,32.5738979,41.8933203,12.4829321
57,"✅ Trip Verified | Do not trust anything with this airline! We were at Istanbul Atatürk Airport 4 hour before the departure. It was supposed to depart 2.20 but THE flight from Istanbul to Cape Town was delayed to 3.25., so some of us slept of in til 2. At 2.30 when we were going to the gates our flight was not in the board anymore. We passed an information desk and she said, gate is closing, you run. We Ran to gate only to See that the gate has closed! THE flight to Cape Town left 2.40, 45 min earlier. And nobody wanted to help only go to desk 214, go to desk 230, go back to 214, go to Information desk etc etc. We were directed to 9 different desks! Then they Said go out to ticket desk and we Will tell them to help you to book for a flight tomorrow. We had to pay for new tickets THE next Day. They didn't help us with a hotel. The next Night when we were at THE Airport again THE same time changes happens and THE flight left again 45 min earlier. They overbook and make time changes but fly earlier so people miss flights.",Turkish Airlines,1,Istanbul,Cape Town,41.006381,28.9758715,-33.9288301,18.4172197
58,"✅ Trip Verified | Helsinki to Beirut via Istanbul. Never again will I travel by Turkish Airlines! I had a flight connection from Helsinki to Beirut, and both trips were late by 1 hour. I don't understand the delay! Also when on board the stewardess were very slow in serving the food and the drinks.",Turkish Airlines,1,Helsinki,Beirut,60.1698897,24.9384719,33.8892265,35.5025585
59,"Not Verified | Dalaman to Brussels. Turkish Airlines customer service is outrageous, they do not care about their customers. They called me in the evening to tell me that my morning flight was cancelled and to call a number and rearrange a flight. When I called them 2 different employees ensured me the flight was planned. After arguing for an hour, I gave up. An hour later I received a message saying my flight was cancelled. Spend a total of 3 hours on the phone as they could not get me to my meeting in time. I had to recall them at night to confirm my flight. Had no sleep whatsoever! As I had no guarantee my flight was confirmed. Had to travel 400 km to a different airport. And now I’m told that it’s not their staff's fault. Well it is Turkish Airlines fault. You Cancel a flight and do not inform your own staff. Instead of an apology I receive a ‘standard’ mail saying they are not to blame. Shame on you!",Turkish Airlines,1,Dalaman,Brussels,36.7672142,28.8002737,50.8465573,4.351697
60,"✅ Trip Verified | I was supposed to fly from Dubai to Atltanta via Istanbul - all on Turkish airlines. The flight from Dubai was delayed by an hour before it even took off. I asked the gentleman at the counter whether this will affect the transit and he said i have got enough time. I landed in Istanbul at 1:50 PM and my next flight was supposed to be at 2:50 PM and had 1 hour to board. Despite getting off the plane and rushing through the security gate, i reached 10 minutes before the boarding and the staff were so rude to say that you have missed your flight - not even a slightest of empathy in any ones behaviour. I was offered another flight via Toronto after 26 hours. They were not ready to issue any visa to enter the country. Also they told that i need to collect my baggage from lost and found and made me wait there for hours before they could track my luggage. One of the worst crew i have come across across. I will never recommend Turkish Airlines to anyone primarily because of the rude behaviour of staff - no exception at all.",Turkish Airlines,1,Dubai,Atltanta,25.0742823,55.1885387,,
62,"✅ Trip Verified | Dubai to Lisbon via Istanbul. In April, I booked a flight from Dubai to Lisbon for $530.90 with Turkish Airlines. When I received an email to check-in, I was unable to do so. I decided to call them to inquire why. They told me they cancelled my reservation and my credit card was flagged as fraud. I was told to provide proof that the credit card belonged to me so I did. First of all, why was I not notified that they cancelled my reservation? I even received an email notification to remind me to check-in… After a long day of correspondence, they emailed me saying I can get the flight for the same price that I originally paid. I called to book my flight and they said it wasn’t going through again so I had to use a different credit card. The Turkish Airlines representative then confirmed my payment went through and checked me in online. Great! I finally have a reservation since it was less than 7 hours till departure. When I went to drop off my bag at the Dubai airport, the Turkish Airlines representative said that there was no reservation for me. I showed him my confirmation AND showed him my online credit card statement that showed I had a charge from Turkish Airlines. He repeatedly told me I no longer have a reservation and need to buy a new ticket with a travel agency at the airport. He also told me I would be fully refunded when I submit a claim with Turkish Airlines. Again, why wasn’t I notified that they cancelled my reservation? Why did they cancel my reservation after they already charged my credit card? It was 1 hour until departure so I did exactly what the Turkish Airlines representative told me to do. I bought a ONE WAY flight for $1306.98!! Since my flight in April, I’ve had a nonstop battle trying to get my refund. On Dec 19, 2018, Turkish Airlines called me to apologize for everything that’s happened. She admitted it Turkish Airlines’ fault and that they didn’t follow their protocol which resulted in them cancelling my reservation. She asked me to send a copy of my passport and my credit card statements and that I would get my full refund in one week. Since that phone call, Turkish Airlines has completely ignored me. I’ve tried contacting them Jan 4, Jan 6, Jan 9, Jan 15, Jan 16, Jan 20, Jan 22, Jan 25, Jan 29, Feb 1, Feb 4, Feb 14, and Feb 20. Every time I’ve tried contacting them, they either do not respond to me or the call center tells me they’ll mark my case as urgent and someone will respond to me in 48 hours. I have not ONCE heard back from them ever since I was told I would get fully refunded in Dec. Why is their protocol to respond within 7 days or 48 hours, but it’s been 2 months now and I haven’t heard from them yet? Why did they not follow the proper protocol in the very beginning when I booked my flight? Why didn’t they ever notify me that they cancelled my reservation? Why did their own employee confirm my payment went through and check me in? Why did they cancel my reservation when they already charged me? Why did their own employees tell me that they’ll fully refund me, but aren’t now? Why are they completely ignoring me? I feel like everyone should be aware how horrible Turkish Airlines is. I hope no one else has to go through what I’ve been through. It’s been seriously affecting my health dealing with them. It's evident that they have horrible service and will not refund people (reading other reviews). Please- save your money, time, and health, and book a different airline.",Turkish Airlines,1,Dubai,Lisbon,25.0742823,55.1885387,38.7077507,-9.1365919
63,"✅ Trip Verified | Montreal to Berlin via Istanbul. I was mostly disappointed with the services. I flew from Montreal to Istanbul and from the beginning I felt the experience to be flawed. There were some 28 business class seats and I had chosen a seat with direct aisle access. The seat is quite comfortable and large was what I noticed at first. The cabin crew was awful. They congregated at the forward cabin near the bar and watched us settle in. As we were in the middle of winter, passengers all had heavy winter coats. I was seated in row two and could overhear some passengers asking the crew if they could take their coats. I was a bit taken aback by the crews response: ""No, later, later"". Needless to say, I was not going to go out of my way to ask them to take my coat and instead opted to leave it at my seat. The crew members did not offer to take my coat nor my neighbour's at any time during this 9,30 hour flight. We sat in the cabin at our seats with no drinks offered, no water bottle for at least 15 minutes. The crew came by after 15 minutes to offer us a selection of non alcoholic beverages. I declined the drink and was asked if I wanted anything else and I ordered champagne. All drinks during our entire flight were served with no napkin and I thought this to be a bit odd since you get a napkin in Canada even on low cost carriers! Menus were handed out and we were asked for our selection later on. After take off, the service was not well planned. It took a while before any crew member came by and when they did they offered to make our beds! We had just left Montreal at 1045 pm and I suspect this is why they were asking us prior to even taking a drink order! I declined the offer for bedding and informed they that I would be ready for it after dinner. ""Of Course Sir, anything you want"". The response lacked being genuine and I felt the crew was somewhat irked. The service began with handling out a bottle of water, 40 minutes into the flight. We waited another 10 or so minutes and we were asked for drinks. The ""Onboard Chef"" came by to take our food order and this was also done in a chaotic way. He would take the order for 3-5 seats at a time and then disappear. The whole order taking for the entire business class must have taken 40 minutes. The food was served and it was beautifully plated. I can't say the food tasted better than any other overseas carrier I've flown in business class. The onboard chef seemed like it was all a show and I could not really see how he was a chef. He took our order (chefs don't usually do this) and made sure the plates looked nice. I think that is the extent of it and I don't really see any exotic or added value to this.During the whole meal, my drinks went dry for 10 or more minutes at a time. I have flown many carriers in business class and I have never had to ask or get up to ask for more wine with my meal. The crew in the business cabin were simply not friendly nor attentive. I also experienced the Turkish Airlines lounge in Istanbul during my connection. It is tired looking and circus like atmosphere. I qualified for the use of a resting suite. The attendant informed me she would come by to let me know when I could shower. I was there 3 hours, and she never came.",Turkish Airlines,1,Montreal,Berlin,45.5031824,-73.5698065,52.5173885,13.3951309
64,"✅ Trip Verified | New York to Dhaka via Istanbul. Services at Istanbul Airport was horrible and totally unprofessional. I had a flight from JFK to Istanbul on the way to Dhaka and had a 12-hour long stay over in Istanbul. While it was written on the Turkish website that they would give a hotel room if the stay over is 12 hours or more, there was no such opportunity. Turkish airlines staff at the airport had limited English proficiency, lack of decency (rude), and lower motivation to cooperate. However, instead of a hotel room, a lady at the counter offered me snacks. When I requested for lunch instead of snacks or breakfast, the lady just tore the check she wrote in front of me. I was devastated seeing this non-professional rudeness. Only positive things were inflight hospitality and foods.",Turkish Airlines,1,New York,Dhaka,40.7127281,-74.0060152,23.7643863,90.3890144
65,"✅ Trip Verified | In 9/30/2018 my wife, our 11 months old son, and myself took Turkish Airlines to fly from San Francisco to Addis Ababa via Istanbul. Half way in the first leg of the flight (from San Francisco to Istanbul), a lady in the flight got sick and a decision was made to divert the plane to Bergen Norway, so the lady can get a medical treatment.  This caused 3 hours delay on our arrival time to Istanbul and we missed our second leg flight (From Istanbul to Addis) as a result. When we first got to Istanbul information was scarce and no one were willing to help. After a lot of leg work we finally reached to the “Transfer” station where we can request to be booked to another flight.  We were told the next flight to Addis Ababa is 24 hours later and the airline will provide hotel accommodations for us. They booked us to the next flight and refer us to another station where we can request hotel accommodation. When we got to the hotel accommodation station, we were told to get a visa and return. When we got to the Visa station we faced discrimination because my wife carried a passport from Ethiopia. Visa was offered to my son and myself who were carrying a US passport and denied to my wife who were carrying Ethiopian passport. When we asked why we were told they don’t give Visas to people who carry Ethiopian passport. We showed them my wife’s US green card and explain the situation we will face if we had to stay in the airport with a sick child for 24 additional hours and they still refuse to give my wife a visa. The only solution they offered is to leave my wife who was breastfeeding behind.  We tried to call the US Embassy in Istanbul to explain the situation, but they were closed for the day. Out of options, hungry and tired, we finally decide to stay in the airport for the next 24 hours. We returned to Turkish airlines terminal and asked if we get admittance to the Turkish airline lounge, so our child can rest in a comfortable area and this request was denied because we are not Turkish airline business customers. For the next 24 hours, we were prisoners in Istanbul airport. I regret my decision to fly Turkish and I will never fly them again.",Turkish Airlines,1,San Francisco,Addis Ababa,37.7792588,-122.4193286,9.0358287,38.7524127
67,"✅ Trip Verified | Maputo to Almaty via Istanbul. Turkish Airlines has the worst customer service and IT-systems. They charged me for a flight but due to system error the funds disappeared from my account without the payment showing in their system. Their customer rep gave me as an only alternative to wait for 7 business days and buy the tickets then. Of course I could've just chucked another 1,500 USD in and tried if their system would've worked on the second time around.",Turkish Airlines,1,Maputo,Almaty,-25.966213,32.56745,43.2363924,76.9457275
68,"Not Verified | Booked business class for the comfort, travelled from Toronto to Istanbul, the flight was good rested well. The flight from Istanbul to Karachi was a disaster, none of the seats were working to recline or adjust the foot rest. People should think twice before purchasing a business class. On top of they take the headphones 20 min before landing which is so annoying. Overall horrible from Istanbul to Karachi.",Turkish Airlines,1,Toronto,Istanbul,43.6534817,-79.3839347,41.006381,28.9758715
69,✅ Trip Verified | Berlin to Manila via Istanbul. Turkish Airlines lost my luggage. It was delivered only 36 hours after my arrival. The worst thing was the way of delivery. A very rude guy brought the luggage to my place. He threatened me to throw the luggage on the street if i don't come down the stairway to pick it up. I complained via the feedback online form and now i am messaging with Turkish Airlines for more than 6 weeks. They refuse to give me any compensation for the stress. For me it's the poorest customer service i ever experienced from an airline I will never fly Turkish Airlines again.,Turkish Airlines,1,Berlin,Manila,52.5173885,13.3951309,14.5904492,120.9803621
70,"✅ Trip Verified | Istanbul to London. This airline is running a baggage scam. Be very aware. On their website they claim to allow free 2 bags (check in up to 32 kilos each) . When you arrive at counter , they don't speak English and keep telling you are not allowed any bags and must pay for it. They leave you with no option. I had to pay $400 dollars for my two bags , weighing 20 mg each. Avoid this airline like the plague. They do not speak English and are scamming people with this whole luggage scam. It's basically some sort of legalized robbery.",Turkish Airlines,1,Istanbul,London,41.006381,28.9758715,51.4893335,-0.1440551
71,✅ Trip Verified | Athens to Havana via Istanbul. Amazing crew service. On time. Great selection of music and movies on the IFE. The food was delicious with 2 choices and menu card and real cutlery. Also amenity.,Turkish Airlines,0,Athens,Havana,33.9597677,-83.376398,23.135305,-82.3589631
72,"Not Verified | Vienna to Istanbul. Our morning flight was delayed then eventually cancelled due to the bad weather which is understandable. We had to rushed back to counter for them to issue another boarding pass and during this time it was already chaotic. Then they gave us options whather to take the next earliest flight but will arrive in Istanbul Sabiha airport and not Istanbul Ataturk airport. Another option is to take another flight but had to wait for another 9 hours. We took the first option because Turkish airlines promise that our luggage will be sent to Sabiha airport when we landed. Once landed, waited for around 45 mins - 1 hour for our luggage but none arrived including others that took the same option as ours. Few minutes later one of the staff came and informed us that all the luggage are left in Vienna. This became even more chaotic as passengers have other arrangements and obviously requires the luggage. The staff told us to file baggage lost at the counter and the queue itself took almost 2 hours. Turkish Airlines again made another promise that they would send it by the next morning to our hotel but again we still have not receive our luggage the next morning. Fortunately our hotel staff helped us to follow up on this matter and again Turkish Airlines made another promise that the luggage will be sent tomorrow evening. So day 3 In Istanbul with recycled sweaty clothes and no luggage. We are really hopeful that it will be sent by tomorrow evening as we are going back in few days. The trip from Sabiha airport to our hotel itself costed us twice the price. Pray for our luggage. Hope Turkish Airlines take this matter seriously.",Turkish Airlines,1,Vienna,Istanbul,48.2083537,16.3725042,41.006381,28.9758715
73,"✅ Trip Verified | Tel Aviv to Singapore via Istanbul. Ground service is awful, I am Elite+ and get no gold lines. Boarding is a mess. Customer service awful. They deducted miles from my accounts and they don't care, give me weird and general answers over the email. Cabin crew was ok, but missed several safety classes. I paid for emergency seat, Turkish Airlines decided to give to someone else the seat - this guy is Turkish Airlines employee - I saw him with joking around with the cabin crew and they also treated him with some business class beverages, so Turkish Airlines is also corrupted. In Tel Aviv there is no special line for the gold members because Turkish Airlines also doesn't care about the so many Israeli passengers.",Turkish Airlines,1,Tel Aviv,Singapore,32.0852997,34.7818064,1.357107,103.8194992
74,✅ Trip Verified | Istanbul to London. On our flight back from Istanbul we handed our baby stroller to Turkish Airlines. When we arrived to London we realized that the stroller was damaged. We started a claim case there at Heathrow airport. An online account was opened for us through which we filled in more information and received an evaluation which said that that THY would compensate the repair. We ordered two pieces of replacement covers and sent the receipts to THY. This was on the 19th of January. Since then we've been trying to resolve the case but we are being ignored. Today I talked to customer service for the 5th time. Every time I'm told that we should hear back in couple days but we never do. This is such a shame. What we claim is not even that much. If we were this responsive when we owed any money to THY we would be fined multiple times. They are getting away with it. It's such a shame for a company which claims to be world class. It's obvious that the quality they stand for is disappearing quickly.,Turkish Airlines,1,Istanbul,London,41.006381,28.9758715,51.4893335,-0.1440551
75,"✅ Trip Verified | I am flying from Vienna to Singapore with a layover in Istanbul for 11 hours. I selected this long layover knowing that I had much shorter routes with the only intention of taking the Sunday 4:00 pm free tour around the city that Turkish Airlines provides to it´s travelers when they have long wait at the airport. Prior my flight, I confirmed via phone with Turkish Airlines that there was no need to make a reservation and that as long as 1 person would like to make the tour, that would be sufficient to do it and that I needed to be at hotel desk 30 min before the start. As soon as we landed I rushed to the desk office but the passport control took about 50 minutes and I arrived at the desk at 3:50 pm (20 min later than expected). Although I was late, I did see that the tour group was there with the guide, getting ready to leave. I asked at the desk if I could join and they told me ""No, tour is finished"". I was not going to take no for an answer as I had chosen Turkish Airlines and a 11 hours layover flight (instead of 3) to jump on that tour. The manager approached me in a very rude way and told me that she had to leave and that the buses were full. She said that she could put me in the tour but that there was no space for me (in the website clearly states that as long as 1 person will be interested in the tour, it will be arranged). According to her excuse, she had 62 people ready to go and that was exactly the maximum amount that she could take. It is interesting, to say the least, that apparently I was so unlucky that I was the only person that was left out out of an exact number of 62 people. It is really hard to believe that the group of tourist standing next to me at that same moment was 62, when it looked more like 20 people. This person was extremely rude and zero customer oriented and did nothing to help me in that situation or to find an alternative. All she did was to yell at me and say that if I was not happy that I should open a claim (so that's what I'm doing now). I would like to highlight that all I wanted was to do the tour on my way to Singapore and it would have been really easy for her to make it happen. Instead, now I want a compensation.",Turkish Airlines,1,Vienna,Singapore,48.2083537,16.3725042,1.357107,103.8194992
76,Not Verified | Kathmandu to Munich via Istanbul. This is the worst service I have ever seen. Airline changed the flight time and instead of 2 hr transit we need to stay 14 hr at this Istanbul airport. And they didn’t provide us visa and hotel to stay. This is the first and last I’m traveling with this airline.,Turkish Airlines,1,Kathmandu,Munich,27.708317,85.3205817,48.1371079,11.5753822
77,"✅ Trip Verified | Sharm el Sheikh to Frankfurt via Istanbul. Both outbound flights quite okay. Pleasant staff, my husband's normal meal was average. My special meal was rather nice, twice the same. Film choice very poor, mainly testosterone filled movies or old sob stuff. Very few films available in German. English films hard to understand because of bad sound system and/or cheap earbuds. Return: On time, same poor entertainment. Although my low calorie special meal is registered in my frequent flyer profile, on both legs I had to accept normal food, the second inedible half raw scambled eggs. TK's good service is decreasing!",Turkish Airlines,1,Sheikh,Frankfurt,9.9850969,45.37711,50.1106444,8.6820917
78,"✅ Trip Verified | Istanbul to Male. I can not believe Turkish Airlines has 5 out of 10 reviews here. I fly with all major and quite a few minor airlines throughout the year and I have never got better food, service, comfort.",Turkish Airlines,0,Istanbul,Male,41.006381,28.9758715,4.1779879,73.5107387
79,"✅ Trip Verified | Tel Aviv to Brussels via Istanbul It's not my first time i'm flying with Turkish , it's the airline I like the most to fly with. Mostly on time, on flight entertainment perfect, good food, kind staff.",Turkish Airlines,0,Tel Aviv,Brussels,32.0852997,34.7818064,50.8465573,4.351697
80,"✅ Trip Verified | Baku to Istanbul. Frequent traveler of Turkish Airlines and somehow I see that quality decreases over time. Still smiling crew members, good food and wide drinks menu (incl spirits and wine). The only downside is entertainment service - screen not working properly and audio selection very limited. Also they could change food menu more often.",Turkish Airlines,0,Baku,Istanbul,40.3755885,49.8328009,41.006381,28.9758715
81,"✅ Trip Verified | Sao Paulo to Istanbul. Terrible service, amenity kit was gave to other Business Class passengers and not to me. In a 12 hours flight, one meal as the breakfast was not serviced even when boarding I said would rest first part of the flight and eat later, they said ok, but later said meal is not served on demand, really rude flight attendants. Asked water, they said would bring to the seat still waiting. The dinner course, was terrible, never had a so dry and hard meat, asked to change they said no extra meal. This is the kind of treatment you have at Turkish Airlines Business Class.",Turkish Airlines,1,Sao Paulo,Istanbul,-23.5506507,-46.6333824,41.006381,28.9758715
83,"Not Verified | Toronto to Istanbul. Very hostile behaviour at check in counters. I am entitled to take two bags, 23 kegs each but I am carrying one bag with 23 kegs and one carry on luggage with 11 kgs. The lady at the rudely refused my carry on luggage due to over weight for 3 kgs. I explained her that instead of two bags I am taking one, as such you should consider 3 kgs excess in my carry on luggage but she was not a mood to listen anything from me. This will be my first and last trip using Turkish Airways. I will not recommend anybody to take this Airline.",Turkish Airlines,1,Toronto,Istanbul,43.6534817,-79.3839347,41.006381,28.9758715
84,"✅ Trip Verified | Istanbul to Dushanbe. Awful!! Flight was supposed to leave at 9 pm. At check in, told flight was delayed by nine hours, passengers had to stay at airport. No place to sleep, zero assistance or empathy from ill-informed, rude, Turkish airlines employees, whose ability to speak English was very limited. Left to sleep on floor of airport for nine hours. Will never fly again with them.",Turkish Airlines,1,Istanbul,Dushanbe,41.006381,28.9758715,38.5856814,68.760331
85,"✅ Trip Verified | Istanbul to London. When I got to the departure lounge, it was a 30 minute wait to pass immigration officials and to have my passport checked, A number of families moving to the UK slowed down the process. Pre Boarding failed at the families on hand did not understand English or Turkish languages. Boarding on to a new B737 was quick and excess cabin bags was controlled strictly at the gate. The cabin was very new, with a light and bright feel. The seat where average economy seats with reasonable leg room. The plane featured over head TV screens that showed a cheesy lego based pre flight video. The cabin crew was very good and offered an efficient service. Drinks where served after takeoff and a very Turkish meal was served an hour later, featuring rice, vegetables and kebab meat. A vegetarian option was available that looked like couscous. Drinks included fruit juice, sodas, beer and white wine. Inflight entertainment was limited to music and radio on 8 channels. Overall it was a pleasant flight and the seats where OK.",Turkish Airlines,0,Istanbul,London,41.006381,28.9758715,51.4893335,-0.1440551
86,"✅ Trip Verified | Boston to Amsterdam via Istanbul. Great flight, no delay. The staff were very kind and helpful during the flight. The entertainment system was great, lots of new movies/series. My preferred food is seefood based upon my miles and smiles profile. I got grilled salmon and shrimps. It was like eating at a good restaurant. No complaints at all",Turkish Airlines,0,Boston,Amsterdam,42.3554334,-71.060511,52.3730796,4.8924534
87,"✅ Trip Verified | Tashkent to Istanbul. Check in Tashkent was chaos, People where checking in box's of eggs and fresh produce to sell in Istanbul. I quickly slipped into the business line and saved 20 minutes from the check in process. When we all assembled in the depart lounge the pre boarding sequence went out of the window. People standing closest to the door where on 1st. This ruffled a few business travellers big time. The airplane was a well used and tired aircraft, the interior was well used & featured cramped and un comfortable economy seats. Boarding was swift and the crew did a manual safety briefing, before a quick take off. The inflight services was a limited range of drinks and tea. The meal options where greasy riced based meals with donner meats. There was no flight entertainment. The flight was over soon enough and we disembarked on a jet way with easy connection to my next flight.",Turkish Airlines,0,Tashkent,Istanbul,41.3123363,69.2787079,41.006381,28.9758715
88,"✅ Trip Verified | Istanbul to Tashkent. Got to the departure longue to find utter chaos, 100s of local people trying to board a flight, each carrying with 3 or 4 cabins bags, wedding dresses, quilts and electrical goods. The Turkish airlines staff did their best to bring control and remove bags from shopping happy Uzbeks. The boarding sequence did not work either. Reminds me of a rugby scrum at its best. We were bussed out to a well used aircraft with a very dated cabin. When I got to my window seat I found both seats full of stacked bags. Which had to be removed to the frustration of their owner. Turkish Airlines had an extra 6 or 7 staff on the flight trying to move what seemed 2 tonnes of bags into the hold and to sit people in there assigned seats. The flight had a delayed takeoff, which gave you time to look at a very tired interior, seats were old and lacked support. Leg room was zero and there was no IFE or video screens. The crew gave a manual safety demo and had to control people who wanted to change seats. The flight itself was OK, there was a basic drinks service and a simple meal of kebab meat and rice, there was no vegetation options that I could see off. The crew enforced a strict liquor policy from take off which worked well. Landing was OK and we where loaded into a bus from a remote parking space. Transit through Visa control and baggage collection was fast by Uzbek standards.",Turkish Airlines,0,Istanbul,Tashkent,41.006381,28.9758715,41.3123363,69.2787079
89,"✅ Trip Verified | London to Istanbul. The departing gate and boarding experience was good, people boarded quickly and the sequence worked well. The cabin of this new 737 was clean and bright, for a economy seat the legroom was ok with a standard seat pitch of 34 or so inches. A cheesy safety video was shown before takeoff featuring lego figures. A little too cheesy after been shown twice, once in Turkish and once in English. Drinks were served after take off in a punctual fashion and was soon followed by a superb in flight meal of lamb kebab and rice, a good looking vegetarian Dahl was available too. Drinks included average wines and rice beer, along with soft drinks and Turkish coffee. The cabin crew where good and well turned out, including a chef working in the galley for business class passengers. The rest of the flight was fine. This plane did not feature IFE, other than some magzines. We were disembarked at a remote stand and spent 20 minutes on a bus trundling across a dark airfield to a packed transfer hall. Cannot wait for the new airport.",Turkish Airlines,0,London,Istanbul,51.4893335,-0.1440551,41.006381,28.9758715
90,"✅ Trip Verified | I was flying from Alexandria to Atyrau through Istanbul on Jan 15, 2019. The luggage was tags were printed fine all the way to Atyrau but the Turkish Airlines Supervisor asked the agent to check it only yo Istanbul. He was rude and obnoxious. He claimed that this was because I have two different ticket numbers which is very common anywhere else on earth. He said the same to someone else who was going to London but he received a phone call from superiors to make this passenger luggage go all the way to London. When I complained, he threatened to float my flight. He was shouting at everyone and when when his colleagues offered to intervene, he shut them down. I fly on Turkish Airline from Cairo every 28 days and I never had this problem. But now never again. I had to get a 50 Euro Visa to and clear customs in Turkey and collect my luggage to check in again because this incompetent airline staff. Never again Turkish Airlines.",Turkish Airlines,1,Alexandria,Atyrau,44.8349534,8.7450304,47.6605827,50.806203
91,✅ Trip Verified | Mumbai to Los Angeles via Istanbul. The estimated departure of TK9 (BOM-IST) was 6:55 am which actually departed at 7:55 am it was delayed because of some connecting flight and other reasons. My experience in both flights form BOM-IST and IST-LAX was way too different. BOM-IST review: Communication: The communication done by the pilot with passengers was awful they spoke something in Turkish and mumbled some English. All I understood was word THANK YOU. The quality of speakers used for the announcement was very cheap. The flight crew had a very different attitude in this flight they didn't communicate well with passengers and was just doing work like robots. Not listening to queries and moving on with next passengers. They didn't even greet their incoming passengers. Food quality was OKish. No menu card was provided. Overall the Flight was clean with old interfaces. My front seat was torn apart with some internals clearly seen. IST-LAX review: The communication was very clear in English the speakers were fine. The cabin crew was friendly and accommodating understood passengers well and heard all my queries. Helped me with my bags. Greeted us while coming in and going out. Food: Food was awful. When given meal preference was an Asian vegetarian meal please for god sake dont serve ITALIAN PASTA. Menu card was provided. Flight: This flight was cleaner with newer interfaces and good seats. The flight arrived 1 hr late. Overall Review of Turkish Airlines: Istanbul airport security lady was extremely rude. She can't even understand basic English. Passengers are in hurry and tired and in that mindset even such small things make a big impact on passengers. My Mumbai to Istanbul flight was awful and Istanbul to Los Angeles was good. They do really discriminate passengers from different regions. Providing different services to different passengers.I have traveled quite a lot but never gotsuch treatment.,Turkish Airlines,1,Mumbai,Los Angeles,19.054999,72.8692035,34.0536909,-118.242766
92,"✅ Trip Verified | Istanbul to Beirut. Rude, arrogant, stressed and unapologetically inattentive crew. Wifi impossible to connect to, or simply malfunctioning. Really bad experience.",Turkish Airlines,1,Istanbul,Beirut,41.006381,28.9758715,33.8892265,35.5025585
